appid,name,developer,release_date,genre,genre_code,price,total_reviews,positive_ratio,avg_playtime_mins,peak_players,metacritic_score,developer_bio,platforms
101504,Ancient Vendetta III,CrystalDawn,13/11/2024,Strategy,3,59.2845,354,81.18,539,589,NA,We make games that push boundaries.,3
101505,Radiant Catalyst Redux,thunderbyte,04/04/2018,Puzzle,5,28.2361,1224,67,240,101,46.2,NA,1
101506,Ancient Bastion III,Neon Arc,17/09/2024,Strategy,3,42.8941,692,83.53,208,577,68.5,Passionate about narrative-driven experiences.,3
101507,Golden Genesis II,RedKite,14/06/2021,RPG,2,53.1671,525,95.08,815,113,62.1,Building the future of interactive entertainment.,2
101508,Burning Realm,RedKite,27/07/2018,Simulation,4,56.5536,198,59.9,611,265,99.6,Passionate about narrative-driven experiences.,2
101509,Rising Vendetta II,Moonlight Games,02/06/2022,RPG,2,60.7427,299,92.57,255,181,97,NA,1
101510,Twisted Odyssey (207),SilverLeaf,27/03/2019,Simulation,4,49.6572,0,62.54,317,188,NA,NA,2
101511,Lone Revenant Reborn (208),Neon Arc,27/10/2021,Strategy,3,0,826,55.75,852,436,62.5,Creating unique worlds one pixel at a time.,2
101512,Phantom Vanguard II,Neon Arc,14/05/2021,Puzzle,5,43.8766,730,98.96,147,254,NA,NA,2
101513,Wild Dominion (209),ThunderByte,08/08/2022,Action,1,46.2658,633,59.15,354,463,97,NA,2
101514,Twisted Realm Reborn,SilverLeaf,01/12/2022,Puzzle,5,42.5903,447,87.01,874,54,69.2,Building the future of interactive entertainment.,1
101515,Iron Tempest Origins,CrystalDawn,07/05/2022,Puzzle,5,0,0,68.78,259,105,69.1,NA,3
101516,Phantom Catalyst II,ThunderByte,17/11/2024,RPG,2,0,890,90.9,914,70,43.6,We make games that push boundaries.,1
101517,Rising Genesis,ThunderByte,17/11/2020,Simulation,4,45.5217,387,93.31,203,179,76.2,Three friends who quit their jobs to make games.,2
101518,Radiant Apex (210),Moonlight Games,25/05/2018,Strategy,3,48.3759,844,90.86,1195,242,93.9,Passionate about narrative-driven experiences.,1
101519,Dire Covenant III,CrystalDawn,14/02/2021,Simulation,4,47.8407,0,69.06,579,336,87.7,Creating unique worlds one pixel at a time.,1
101520,Crystal Dominion,Neon Arc,23/12/2019,RPG,2,0,647,83.15,136,410,42.7,Award-winning indie studio based in Melbourne.,2
101521,Stellar Catalyst (211),IronGate Studios,15/04/2020,Action,1,47.5029,0,88.12,1175,122,81.1,NA,2
101522,Cursed Zenith,SilverLeaf,25/11/2021,Action,1,0,0,87.55,329,87,40.4,Focused on player agency and emergent gameplay.,1
101523,Neon Horizon,RedKite,18/12/2020,RPG,2,54.648,1262,99.66,652,174,NA,We make games that push boundaries.,1
101524,Primal Odyssey,SilverLeaf,16/06/2024,Strategy,3,42.7616,0,76.96,1276,499,48.9,We make games that push boundaries.,2
101525,Broken Cipher,RedKite,03/06/2024,Action,1,47.0741,925,64.61,806,410,44.9,NA,2
101526,Infinite Covenant Reborn,SilverLeaf,02/02/2019,RPG,2,53.3346,0,74.17,1389,362,45.1,Building the future of interactive entertainment.,1
101527,Hollow Siege Reborn (212),SilverLeaf,30/10/2024,Simulation,4,33.0956,0,93.66,963,135,55.3,NA,2
101528,Hidden Realm (213),SilverLeaf,30/01/2021,Puzzle,5,40.8753,379,92.86,330,720,82.4,Award-winning indie studio based in Melbourne.,2
101529,Lone Dominion III,SilverLeaf,28/03/2022,Action,1,58.2802,545,93.23,690,265,92.1,Focused on player agency and emergent gameplay.,2
101530,Ancient Nexus Reborn,IronGate Studios,28/06/2024,RPG,2,53.925,250,52.66,226,501,41.2,NA,3
101531,Iron Catalyst Redux,PixelForge,28/09/2024,Action,1,35.2955,213,69.6,405,229,NA,Focused on player agency and emergent gameplay.,1
101532,Dark Siege III,ThunderByte,10/09/2019,Puzzle,5,40.5383,834,57.91,92,237,69.2,NA,3
101533,Shadow Cipher,CrystalDawn,31/01/2022,Simulation,4,47.9835,488,67.68,1088,622,NA,Passionate about narrative-driven experiences.,2
101534,Infinite Odyssey Redux,PixelForge,24/04/2021,Action,1,60.9131,637,75.29,795,155,72,Our mission: games that matter.,3
101535,Golden Catalyst (214),Moonlight Games,11/08/2019,Action,1,56.3891,406,86.29,630,310,NA,NA,3
101536,Rogue Crusade,PixelForge,14/05/2021,Action,1,36.4593,0,83.44,865,666,43.6,We make games that push boundaries.,2
101537,Golden Fortress (215),IronGate Studios,15/05/2019,Puzzle,5,0,558,75.98,1582,358,NA,Building the future of interactive entertainment.,1
101538,Grand Bastion II,RedKite,30/03/2020,Strategy,3,49.9633,431,56.1,723,460,42.6,NA,2
101539,Shadow Oblivion Origins,RedKite,18/10/2024,Simulation,4,52.6397,238,78.4,938,167,NA,Veterans from AAA studios going indie.,1
101540,Lost Inferno III (216),SilverLeaf,18/04/2020,Puzzle,5,49.3615,1038,68.24,1146,269,55.3,NA,1
101541,Shadow Exodus,PixelForge,14/07/2019,Action,1,44.5772,0,70.22,745,305,84.4,Award-winning indie studio based in Melbourne.,2
101542,Crimson Legends Origins,SilverLeaf,30/06/2020,Simulation,4,45.9339,267,52.92,1337,235,NA,NA,2
101543,Shattered Fortress (217),Neon Arc,16/07/2019,Simulation,4,58.1328,242,98.05,536,145,51.7,NA,3
101544,Rising Tempest Origins,RedKite,14/01/2023,Action,1,46.2098,499,53.43,474,362,58.9,Focused on player agency and emergent gameplay.,1
101545,Frozen Dynasty II,MOONLIGHT GAMES,15/05/2023,Simulation,4,0,262,95.62,363,30,92.4,NA,1
101546,Ancient Oblivion Reborn,ThunderByte,31/12/2019,Strategy,3,58.8576,307,89.64,812,213,NA,We make games that push boundaries.,3
101547,Phantom Revenant Redux,ThunderByte,21/02/2022,Simulation,4,0,649,71.74,701,84,84.5,NA,2
101548,Iron Harbinger (218),SILVERLEAF,20/05/2019,Action,1,57.0031,612,71,416,256,NA,Focused on player agency and emergent gameplay.,1
101549,Dire Covenant Redux,RedKite,30/07/2018,Puzzle,5,47.662,229,76.09,487,464,59.9,NA,2
101550,Golden Abyss,SilverLeaf,18/03/2021,Action,1,43.6433,373,61.95,448,302,62.2,Three friends who quit their jobs to make games.,2
101551,Burning Solstice (219),CrystalDawn,31/03/2023,RPG,2,55.9934,0,84.94,1520,91,64.7,NA,1
101552,Primal Odyssey (220),PixelForge,28/12/2020,Strategy,3,60.8734,941,84.62,117,504,50.9,NA,3
101553,Infinite Frontier,RedKite,10/02/2021,RPG,2,55.6703,0,79.39,506,359,NA,Passionate about narrative-driven experiences.,1
101554,Hollow Oblivion Reborn,pixelforge,06/02/2022,Action,1,45.8276,0,93.12,854,89,NA,We make games that push boundaries.,1
101555,Iron Cipher (221),IronGate Studios,10/03/2022,Simulation,4,45.6421,864,61.67,484,326,75.2,NA,1
101556,Golden Eclipse (222),ThunderByte,15/09/2023,Action,1,47.1095,552,76.05,558,225,81.4,"Small team, big dreams. Making games since 2015.",2
101557,Frozen Paragon II,Neon Arc,28/12/2018,Action,1,41.7292,965,65.58,391,247,97.1,Three friends who quit their jobs to make games.,2
101558,Dark Covenant II,RedKite,17/08/2024,Action,1,52.6351,463,95.78,1163,298,NA,Creating unique worlds one pixel at a time.,1
101559,Lone Nexus Redux,CrystalDawn,05/02/2023,Action,1,64.7179,915,79.41,1039,193,83.7,"Small team, big dreams. Making games since 2015.",3
101560,Ancient Zenith Reborn,PixelForge,16/02/2023,Simulation,4,51.7298,446,54.18,507,215,40.7,Creating unique worlds one pixel at a time.,1
101561,Ethereal Zenith Reborn,ThunderByte,28/10/2022,RPG,2,0,539,68.76,1103,234,64.7,Award-winning indie studio based in Melbourne.,2
101562,Rogue Oblivion,RedKite,20/10/2023,Action,1,48.6084,864,60.02,1235,452,NA,Creating unique worlds one pixel at a time.,2
101563,Iron Eclipse Reborn,ThunderByte,22/03/2020,Simulation,4,0,612,84.55,253,393,61.4,Veterans from AAA studios going indie.,1
101564,Burning Siege Origins,RedKite,10/08/2021,RPG,2,46.497,849,74.38,275,111,73.6,Building the future of interactive entertainment.,2
101565,Hidden Paragon Redux,Neon Arc,22/02/2022,Puzzle,5,38.2025,0,88.53,149,409,NA,Our mission: games that matter.,2
101566,Twisted Sanctum (223),Neon Arc,12/12/2022,RPG,2,44.8564,382,85.69,647,435,84.7,Our mission: games that matter.,1
101567,Lunar Ascension,CrystalDawn,04/01/2019,Strategy,3,43.2377,1283,88.43,366,188,NA,NA,1
101568,Noble Sanctum III,Moonlight Games,20/08/2019,Action,1,53.0126,259,94.71,66,411,72.5,Focused on player agency and emergent gameplay.,1
101569,Steel Legacy,Neon Arc,29/02/2024,Puzzle,5,46.8244,968,61.5,348,325,41.2,NA,3
101570,Dark Vendetta Reborn,thunderbyte,10/08/2018,Puzzle,5,33.8593,758,56.3,518,104,49.6,NA,1
101571,Iron Covenant II,CrystalDawn,13/06/2021,Puzzle,5,49.138,336,79.27,120,95,52.7,NA,2
101572,Stellar Exodus II,RedKite,04/01/2024,Action,1,55.8176,431,79.39,428,160,59.4,NA,2
101573,Broken Revenant Origins,RedKite,25/04/2024,Action,1,52.0659,365,80.71,225,204,75.3,NA,1
101574,Iron Odyssey (224),SilverLeaf,15/02/2021,Simulation,4,66.5899,722,54.73,568,484,57.7,NA,3
101575,Dark Frontier,Neon Arc,29/03/2020,Strategy,3,56.2931,1365,92.37,497,394,40.7,NA,3
101576,Burning Wanderer Reborn,IronGate Studios,17/09/2021,Strategy,3,57.4429,0,72.59,253,196,91.3,Creating unique worlds one pixel at a time.,2
101577,Fallen Zenith Redux,PixelForge,12/07/2024,Puzzle,5,47.9357,375,64.6,142,308,NA,Three friends who quit their jobs to make games.,2
101578,Rogue Genesis Redux,SilverLeaf,26/01/2019,Simulation,4,62.8858,803,66.01,605,219,77.1,NA,3
101579,Twisted Horizon Redux (225),Moonlight Games,05/11/2022,Action,1,37.93,548,84.81,1256,422,49.7,Our mission: games that matter.,2
101580,Mystic Wanderer Reborn,Neon Arc,14/03/2021,Action,1,46.3108,430,81.77,380,648,NA,Focused on player agency and emergent gameplay.,1
101581,Rising Crusade Redux,RedKite,06/04/2021,RPG,2,57.603,851,68.45,250,339,NA,Our mission: games that matter.,2
101582,Cursed Abyss II,RedKite,18/02/2021,Puzzle,5,46.9571,270,76.29,332,420,62,Our mission: games that matter.,3
101583,Crimson Chronicles,RedKite,12/01/2023,RPG,2,51.7311,569,70.54,860,215,82.6,Award-winning indie studio based in Melbourne.,2
101584,Fallen Odyssey,Neon Arc,13/10/2019,Strategy,3,54.3962,271,58.35,399,211,51.7,Focused on player agency and emergent gameplay.,1
101585,Savage Horizon Redux,Neon Arc,05/06/2019,Action,1,38.416,573,87.21,612,110,64.5,We make games that push boundaries.,2
101586,Storm Legends III,RedKite,27/07/2020,Strategy,3,50.0096,894,86.81,931,445,62.3,Creating unique worlds one pixel at a time.,2
101587,Frozen Paragon Origins,PixelForge,17/04/2019,Strategy,3,48.4221,490,98.9,99,466,47.2,NA,1
101588,Primal Siege,PixelForge,20/06/2020,RPG,2,0,0,76.09,120,304,46.7,Creating unique worlds one pixel at a time.,3
101589,Grand Siege,Moonlight Games,15/07/2018,Strategy,3,0,518,56.69,213,853,NA,NA,2
101590,Storm Chronicles Redux,PixelForge,28/04/2022,Action,1,46.9613,0,94.72,1189,388,95.1,Passionate about narrative-driven experiences.,2
101591,Savage Legacy,IronGate Studios,30/09/2021,RPG,2,69.6507,263,56.59,356,334,80.6,Passionate about narrative-driven experiences.,3
101592,Frozen Legends,PixelForge,13/03/2021,Action,1,0,583,60.85,658,175,NA,NA,1
101593,Iron Chronicles,IronGate Studios,07/07/2018,Strategy,3,44.758,1494,64.63,1137,301,64.3,Three friends who quit their jobs to make games.,1
101594,Broken Abyss Redux,Moonlight Games,10/05/2020,RPG,2,54.7216,237,65.49,376,71,NA,NA,3
101595,Broken Fortress Redux,PixelForge,12/03/2023,RPG,2,55.547,467,51.58,431,387,NA,Building the future of interactive entertainment.,1
101596,Phantom Revenant Origins (226),IronGate Studios,15/09/2018,Simulation,4,73.9454,387,65.41,403,277,60.2,NA,2
101597,Dire Nexus Origins,CRYSTALDAWN,22/06/2022,Simulation,4,51.5699,0,81.03,1431,320,NA,Creating unique worlds one pixel at a time.,3
101598,Crystal Chronicles (227),IronGate Studios,11/09/2018,Simulation,4,48.1584,420,63.78,425,107,95.1,Veterans from AAA studios going indie.,1
101599,Lost Abyss (228),pixelforge,29/10/2021,Strategy,3,56.4263,343,96.78,235,492,NA,Three friends who quit their jobs to make games.,2
101600,Grand Revenant Origins (229),CrystalDawn,21/12/2024,RPG,2,51.1739,773,53.84,746,218,NA,"Small team, big dreams. Making games since 2015.",3
101601,Twisted Covenant Redux,RedKite,28/04/2018,Action,1,60.5304,182,86.44,369,117,44.1,Award-winning indie studio based in Melbourne.,1
101602,Burning Remnants,IronGate Studios,01/05/2024,RPG,2,60.2269,357,84.38,975,138,85,NA,2
101603,Lunar Abyss Redux,SilverLeaf,20/06/2024,Action,1,42.7061,0,76.07,593,205,70.1,Our mission: games that matter.,1
101604,Rogue Covenant,ThunderByte,05/10/2020,Puzzle,5,32.9733,581,99.58,703,144,97.2,Creating unique worlds one pixel at a time.,2
101605,Hollow Inferno III,ThunderByte,22/03/2022,Strategy,3,57.7567,779,90.01,316,152,85.4,Award-winning indie studio based in Melbourne.,1
101606,Hidden Inferno (230),Moonlight Games,28/06/2020,Simulation,4,51.1151,385,54.97,317,327,68.8,Veterans from AAA studios going indie.,1
101607,Crystal Legacy II,CrystalDawn,21/01/2023,Simulation,4,48.0709,626,71.9,599,99,NA,Veterans from AAA studios going indie.,2
101608,Golden Vendetta II,CrystalDawn,10/01/2023,Strategy,3,0,1230,64.28,138,410,42.2,NA,1
101609,Broken Odyssey,ThunderByte,25/12/2022,RPG,2,60.678,630,87.36,530,317,97.9,We make games that push boundaries.,2
101610,Lunar Horizon III,PixelForge,21/02/2023,Simulation,4,30.6999,1112,88.99,706,404,96,Three friends who quit their jobs to make games.,1
101611,Wild Sanctum (231),SilverLeaf,11/02/2019,Action,1,45.485,0,88.88,662,299,NA,Creating unique worlds one pixel at a time.,3
101612,Hidden Ascension (232),IronGate Studios,18/02/2021,Simulation,4,60.9655,357,57.09,100,225,62,NA,1
101613,Grand Legacy,Neon Arc,24/08/2024,RPG,2,51.0433,941,64.2,794,306,44.8,NA,2
101614,Shattered Cipher Redux,SilverLeaf,26/03/2024,Action,1,22.1936,944,56.56,364,583,95.4,NA,2
101615,Wild Inferno,RedKite,28/05/2019,Strategy,3,41.8901,0,77.85,353,204,NA,Passionate about narrative-driven experiences.,1
101616,Crimson Fortress,ThunderByte,19/12/2022,Puzzle,5,50.8242,680,68.05,172,498,93.5,NA,2
101617,Solar Nexus (233),CrystalDawn,19/02/2020,Action,1,0,485,65.24,623,576,74,NA,2
101618,Iron Sanctum II,THUNDERBYTE,13/06/2021,Action,1,42.4024,682,83.41,384,409,NA,Veterans from AAA studios going indie.,2
101619,Frozen Bastion Redux,IronGate Studios,30/03/2020,Action,1,0,357,71.07,476,437,69,NA,1
101620,Solar Exodus Origins,SilverLeaf,05/11/2022,Strategy,3,48.183,1362,73.13,397,254,NA,NA,2
101621,Shattered Sanctum (234),SilverLeaf,08/08/2018,RPG,2,48.0089,258,65.82,277,182,92.9,Three friends who quit their jobs to make games.,2
101622,Radiant Cipher III,CrystalDawn,07/11/2024,Action,1,47.8684,734,65.32,2009,199,90.1,Veterans from AAA studios going indie.,3
101623,Stellar Paragon (235),ThunderByte,24/06/2021,Puzzle,5,51.823,593,96.28,675,123,90.6,NA,1
101624,Grand Siege Reborn,RedKite,16/08/2024,Action,1,37.0847,283,60.66,517,154,76.2,Focused on player agency and emergent gameplay.,1
101625,Crimson Realm Redux,Moonlight Games,15/07/2020,Action,1,37.3971,0,61.34,433,338,62.2,NA,3
101626,Dark Ascension (236),IronGate Studios,29/01/2020,Simulation,4,0,1162,79.5,90,247,54.8,NA,3
101627,Hollow Nexus (237),PixelForge,03/01/2020,Action,1,45.6152,541,55.36,638,355,53.9,Veterans from AAA studios going indie.,3
101628,Savage Zenith Reborn,Neon Arc,30/06/2018,Simulation,4,52.6237,728,74.99,959,172,77.6,NA,1
101629,Forsaken Paragon,ThunderByte,07/05/2024,Action,1,22.3721,503,54.79,912,242,98.5,Passionate about narrative-driven experiences.,1
101630,Primal Abyss,IRONGATE STUDIOS,11/09/2022,Action,1,34.8655,488,50.68,442,114,47.6,We make games that push boundaries.,1
101631,Grand Chronicles,PixelForge,12/08/2024,Simulation,4,53.7109,394,74.3,442,201,79.6,Three friends who quit their jobs to make games.,1
101632,Lunar Sanctum Origins,CrystalDawn,07/01/2021,Action,1,32.4267,87,77.54,730,507,76.6,"Small team, big dreams. Making games since 2015.",1
101633,Rising Legacy III,ThunderByte,08/01/2019,RPG,2,58.8108,648,80.48,757,540,NA,Focused on player agency and emergent gameplay.,2
101634,Hidden Eclipse (238),CrystalDawn,01/04/2018,Strategy,3,49.3239,559,89.66,92,202,75,"Small team, big dreams. Making games since 2015.",3
101635,Ethereal Frontier Reborn,IronGate Studios,25/09/2023,Action,1,26.7571,289,88.06,293,215,58.2,Veterans from AAA studios going indie.,1
101636,Wild Oblivion,Moonlight Games,05/06/2023,RPG,2,70.3152,215,89.12,310,301,47,Passionate about narrative-driven experiences.,2
101637,Ancient Paragon,SilverLeaf,06/03/2024,Strategy,3,0,0,73.69,934,667,44.4,NA,2
101638,Hidden Apex II,pixelforge,02/10/2024,Simulation,4,32.4134,973,94.01,278,367,41.4,Building the future of interactive entertainment.,1
101639,Ancient Requiem,PixelForge,30/09/2023,Puzzle,5,59.5245,546,75.73,551,454,NA,"Small team, big dreams. Making games since 2015.",3
101640,Swift Inferno Redux,SILVERLEAF,26/08/2023,Action,1,25.2291,1087,93.12,234,341,96.4,Award-winning indie studio based in Melbourne.,1
101641,Dire Vanguard Reborn,SilverLeaf,31/10/2021,Simulation,4,43.8905,401,94.22,774,404,45.1,Three friends who quit their jobs to make games.,1
101642,Radiant Requiem Origins,CrystalDawn,14/03/2021,Puzzle,5,31.3387,486,76.61,492,157,95.4,We make games that push boundaries.,3
101643,Ethereal Fortress (239),CrystalDawn,28/02/2022,Puzzle,5,31.4853,496,75.51,466,227,NA,NA,1
101644,Broken Exodus,PixelForge,18/09/2018,Simulation,4,49.8757,376,60.59,204,224,42.4,NA,1
101645,Cursed Protocol (240),Neon Arc,23/10/2018,Action,1,42.8259,265,90.75,364,187,96.6,We make games that push boundaries.,2
101646,Swift Legends (241),CrystalDawn,05/04/2019,Strategy,3,44.8119,1009,59.01,780,321,NA,Focused on player agency and emergent gameplay.,2
101647,Phantom Legacy (242),RedKite,25/10/2020,Simulation,4,51.029,654,59.53,130,439,NA,NA,2
101648,Stellar Inferno (243),SilverLeaf,18/01/2021,Puzzle,5,31.1354,0,86.94,376,360,NA,NA,1
101649,Solar Fortress (244),CrystalDawn,02/01/2023,Action,1,46.2928,0,65.99,355,564,NA,NA,2
101650,Hollow Abyss III,Moonlight Games,03/05/2020,Action,1,26.0673,305,82.94,625,120,60.1,Focused on player agency and emergent gameplay.,1
101651,Fallen Frontier (245),SilverLeaf,27/07/2023,Action,1,35.0245,526,98.26,316,380,84.8,NA,1
101652,Crimson Requiem,RedKite,21/11/2023,Puzzle,5,36.6933,215,61.3,1120,166,97.7,Three friends who quit their jobs to make games.,2
101653,Crystal Ascension,IronGate Studios,27/06/2022,Action,1,39.0738,520,82.83,868,380,62.9,NA,1
101654,Grand Cipher,PixelForge,04/06/2022,Simulation,4,58.7271,564,87.21,55,156,60.6,NA,1
101655,Ancient Covenant Reborn,IronGate Studios,22/11/2018,Puzzle,5,42.434,649,70.8,142,373,NA,"Small team, big dreams. Making games since 2015.",3
101656,Shadow Vanguard (246),CrystalDawn,05/04/2021,RPG,2,45.0599,620,61.61,544,145,50,NA,2
101657,Dark Fortress Origins,ThunderByte,27/05/2023,Simulation,4,42.0006,953,56.92,584,184,40.5,Three friends who quit their jobs to make games.,1
101658,Crimson Revenant (247),PixelForge,11/06/2020,Action,1,41.2221,228,52.45,677,219,NA,NA,3
101659,Fallen Vendetta,SilverLeaf,03/05/2020,Simulation,4,53.1202,0,86.45,581,355,59.8,Creating unique worlds one pixel at a time.,3
101660,Lunar Requiem Reborn,IronGate Studios,19/02/2023,RPG,2,53.6428,459,58.38,681,130,78.5,Focused on player agency and emergent gameplay.,2
101661,Swift Horizon,moonlight games,02/11/2023,Puzzle,5,29.4168,566,56.83,174,142,NA,Our mission: games that matter.,1
101662,Rogue Eclipse,Neon Arc,19/01/2024,RPG,2,46.7742,396,75.87,400,169,70,"Small team, big dreams. Making games since 2015.",3
101663,Fallen Inferno Reborn,REDKITE,14/04/2022,RPG,2,54.4236,919,92.65,316,195,NA,Building the future of interactive entertainment.,3
101664,Frozen Vanguard III,Moonlight Games,18/11/2021,Simulation,4,52.5879,368,80.9,924,213,NA,Passionate about narrative-driven experiences.,3
101665,Noble Eclipse III,IronGate Studios,23/05/2022,Simulation,4,54.1133,695,93.15,340,211,NA,Creating unique worlds one pixel at a time.,1
101666,Crimson Odyssey II,SilverLeaf,20/03/2024,RPG,2,41.6988,554,51.43,1891,448,62.7,Focused on player agency and emergent gameplay.,1
101667,Primal Horizon (248),SilverLeaf,27/01/2018,Strategy,3,52.7277,0,91.75,159,144,55.9,Three friends who quit their jobs to make games.,2
101668,Dark Protocol Redux,IronGate Studios,30/06/2020,Action,1,49.2505,146,95.75,191,461,82.3,"Small team, big dreams. Making games since 2015.",2
101669,Mystic Sanctum Redux,Neon Arc,14/12/2024,Simulation,4,49.0806,1665,89.09,1486,222,NA,NA,3
101670,Crimson Fortress (249),PixelForge,19/01/2020,Strategy,3,44.2051,711,53.32,315,282,94.6,NA,1
101671,Iron Dominion,Neon Arc,26/02/2018,Action,1,40.0117,476,73.57,465,321,NA,NA,2
101672,Steel Revenant III,Moonlight Games,12/06/2021,Simulation,4,44.9772,614,82.2,226,265,82.1,Three friends who quit their jobs to make games.,3
101673,Broken Horizon II,PixelForge,16/06/2018,Strategy,3,0,629,89.78,725,266,80.2,Building the future of interactive entertainment.,2
101674,Silent Nexus,Neon Arc,10/06/2021,Simulation,4,52.8437,238,90.35,997,178,97.6,Building the future of interactive entertainment.,1
101675,Hollow Apex Reborn (250),RedKite,18/07/2023,Simulation,4,33.5922,975,51.77,399,357,61.5,NA,1
101676,Cursed Zenith Redux,ThunderByte,12/02/2019,Puzzle,5,54.9789,147,95.89,317,391,83.3,Focused on player agency and emergent gameplay.,1
101677,Lunar Harbinger Redux,PixelForge,04/12/2020,Puzzle,5,33.6777,552,51.11,1334,342,71,Our mission: games that matter.,3
101678,Lunar Genesis,IRONGATE STUDIOS,15/03/2018,Puzzle,5,27.5094,870,72.28,794,154,43.7,Focused on player agency and emergent gameplay.,1
101679,Ethereal Labyrinth (251),Moonlight Games,11/10/2021,Simulation,4,0,551,56.65,727,319,NA,NA,3
101680,Grand Tempest Origins,IronGate Studios,07/02/2018,RPG,2,66.6619,257,90.23,566,98,NA,Award-winning indie studio based in Melbourne.,3
101681,Wild Apex Origins,PIXELFORGE,07/12/2023,Simulation,4,51.9758,513,52.48,492,462,84.9,Building the future of interactive entertainment.,2
101682,Shadow Protocol,ThunderByte,17/01/2023,Action,1,39.2102,929,56.7,246,217,NA,Focused on player agency and emergent gameplay.,1
101683,Hollow Chronicles II,IronGate Studios,01/08/2021,Action,1,41.5077,810,50.27,912,268,83.1,We make games that push boundaries.,1
101684,Steel Legends,PixelForge,25/04/2022,RPG,2,59.3849,602,60.03,203,295,49.9,"Small team, big dreams. Making games since 2015.",3
101685,Burning Remnants (252),Moonlight Games,08/05/2020,Action,1,50.142,620,53.74,381,268,58.1,Focused on player agency and emergent gameplay.,2
101686,Grand Dynasty Reborn,SilverLeaf,22/07/2024,Strategy,3,0,247,90.13,611,256,67.4,Veterans from AAA studios going indie.,2
101687,Phantom Vendetta Origins,SilverLeaf,30/04/2024,Strategy,3,57.6555,851,97.62,249,171,74.8,Focused on player agency and emergent gameplay.,3
101688,Iron Exodus Redux,RedKite,23/02/2021,Strategy,3,52.8116,466,91.49,403,250,NA,NA,1
101689,Burning Zenith III (253),CrystalDawn,12/09/2018,Puzzle,5,52.5792,380,61.88,460,407,94.5,NA,2
101690,Ethereal Frontier Reborn (254),Neon Arc,12/01/2023,Simulation,4,55.9608,457,77.63,280,583,47,NA,3
101691,Golden Legacy (255),Moonlight Games,14/05/2022,Action,1,0,588,93.45,374,250,NA,Passionate about narrative-driven experiences.,2
101692,Shadow Harbinger Origins,PixelForge,02/03/2023,Strategy,3,0,545,79.09,853,234,71.8,We make games that push boundaries.,2
101693,Crystal Revenant,RedKite,25/07/2019,Action,1,42.2209,0,88.31,99,161,59.1,NA,3
101694,Lost Apex II,CrystalDawn,22/10/2019,Action,1,54.2986,424,94.58,994,325,78.4,Veterans from AAA studios going indie.,1
101695,Broken Chronicles,PixelForge,23/12/2021,Action,1,28.9474,503,59.15,451,384,NA,Three friends who quit their jobs to make games.,1
101696,Grand Frontier Redux,ThunderByte,24/12/2020,RPG,2,75.8632,566,81.09,429,341,77.7,NA,3
101697,Steel Legends Origins,IronGate Studios,12/07/2018,Action,1,45.1701,783,95.17,709,209,NA,"Small team, big dreams. Making games since 2015.",3
101698,Rogue Revenant,Neon Arc,22/03/2024,Strategy,3,45.7921,921,55.93,408,429,NA,Award-winning indie studio based in Melbourne.,3
101699,Shattered Ascension (256),Neon Arc,16/08/2020,RPG,2,47.7237,170,59.06,638,241,97,Creating unique worlds one pixel at a time.,1
101700,Storm Dynasty Origins,Moonlight Games,18/12/2022,Simulation,4,43.0659,0,68.88,758,481,98.9,Building the future of interactive entertainment.,1
101701,Mystic Eclipse,IRONGATE STUDIOS,02/10/2022,Strategy,3,46.0467,490,72.65,106,150,77.9,NA,1
101702,Stellar Chronicles,IronGate Studios,22/11/2022,Puzzle,5,28.3926,499,65.85,1373,102,62.2,Three friends who quit their jobs to make games.,1
101703,Golden Crusade Origins,ThunderByte,28/11/2020,Action,1,41.3271,847,64.93,787,390,80.4,NA,3
101704,Stellar Bastion,CrystalDawn,14/06/2022,Action,1,57.0616,517,57.3,701,184,97.4,Three friends who quit their jobs to make games.,3
101705,Lone Catalyst,SilverLeaf,18/06/2020,RPG,2,43.3041,158,86.4,660,268,86.7,Award-winning indie studio based in Melbourne.,1
101706,Wild Horizon II,NEON ARC,11/10/2019,Action,1,57.0336,841,54.88,637,450,55.6,Award-winning indie studio based in Melbourne.,3
101707,Burning Horizon Origins,IronGate Studios,28/06/2022,Puzzle,5,29.3758,328,97.82,1201,173,46.2,Our mission: games that matter.,1
101708,Primal Cipher,ThunderByte,03/12/2019,Simulation,4,29.3235,648,73.6,341,222,97.5,"Small team, big dreams. Making games since 2015.",3
101709,Infinite Bastion,PixelForge,07/10/2020,RPG,2,0,963,62.27,526,283,99.9,Creating unique worlds one pixel at a time.,2
101710,Dark Dominion,Moonlight Games,18/06/2019,Puzzle,5,39.2714,365,72.77,266,403,NA,Veterans from AAA studios going indie.,3
101711,Frozen Protocol,PixelForge,11/04/2022,Action,1,54.0013,1206,97.72,334,664,76.2,Award-winning indie studio based in Melbourne.,2
101712,Burning Chronicles (257),PIXELFORGE,20/04/2024,Strategy,3,0,449,67.01,736,100,NA,NA,3
101713,Fallen Chronicles Reborn (258),SilverLeaf,01/09/2024,Action,1,40.6136,306,68.91,408,258,94.7,NA,2
101714,Forsaken Labyrinth,SilverLeaf,15/02/2019,Action,1,14.7809,1279,56.74,366,203,46.8,Building the future of interactive entertainment.,1
101715,Infinite Legends,ThunderByte,05/11/2023,RPG,2,0,354,84.22,523,582,NA,"Small team, big dreams. Making games since 2015.",2
